titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;Categoria
Cuajadas caseras;https://www.recetasonline.net/wp-content/uploads/2014/05/Cuajadas-caseras.jpg;9;30m;;['1 litro de leche de cabra', '7 cucharadas de leche en polvo', '1 cucharadita de cuajo líquido'];['Lo primero que tenemos que hacer es disolver la leche en polvo en la leche. Este es mejor hacerlo en frío para que no nos forme grumos.', 'Una vez que lo tenemos disuelto calentamos la leche despacio hasta los 40 grados centígrados.', 'Añadimos el cuajo y removemos bien como podéis ver en el vídeo.', 'Pasamos a unos recipientes para postre como de barro o cristal y cubrimos con papel film alimentario.', 'Dejamos reposar a temperatura ambiente hasta que cuaje y se enfríe y después refrigeramos para que nos aguante varios días.'];8
Postre de yogur y manzana;https://www.recetasonline.net/wp-content/uploads/2013/08/Postre-de-yogur-y-manzana.jpg;2;10m;;['2 yogures naturales', '1 manzana', '4 cucharadas de miel'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de postre de yogur y manzana es pelar la manzana y cortarla en dados.', 'Ponemos en un vaso una capa de manzana y una cucharada de miel por encima.', 'Cubrimos con la mitad del yogur y una nueva capa de manzana y miel.', 'Ponemos el resto del yogur y adornamos con unos cuadrados de manzana por encima para finalizar.'];8
Melocotones a la barbacoa;https://www.recetasonline.net/wp-content/uploads/2013/07/Melocotones-a-la-barbacoa.jpg;4;20m;;['2 melocotones', '12 hebras de azafrán', '4 cucharadas de miel', '2 ramas de vainilla', 'Helado de vainilla'];['Lo primero que tenemos que hacer es pelar los melocotones y quitarles el hueso del interior.', 'Una vez que los tenemos cortados en dos mitades ponemos una mitad encima de una lámina de papel de aluminio y añadimos la miel, las hebras de azafrán y la mitad de una rama de vainilla.', 'Cerramos el paquete y reservamos hasta que tengamos las brasas listas.', 'Dejamos en las brasas unos 10 minutos y servimos todo el contenido en un plato junto con una porción de helado de vainilla. Podemos añadir unas ramas de hierbabuena o menta para darle un toque fresco.'];8
Cookies de chocolate;https://www.recetasonline.net/wp-content/uploads/2013/06/Cookies-de-chocolate.jpg;16;20m;;['1 huevo', '250 gr. de harina de trigo', '125 gr. de mantequilla', '125 gr. de azúcar blanca', '125 gr. de azúcar moreno', '1 cucharadita de bicarbonato sódico', 'Esencia de vainilla', 'Pepitas de chocolate'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina de cookies de chocolate es es batir el huevo e incorporar la mantequilla que tiene que estar a temperatura ambiente.', 'En caso de que tengáis la mantequilla en el frigorífico podéis ponerla unos segundos en el microondas para atemperarla. Removemos todo bien hasta que nos quede bien mezclado.', 'Añadimos el bicarbonato y los dos tipos de azúcar y seguimos removiendo para que se mezcle uniformemente.', 'Añadimos la esencia de vainilla al gusto de cada uno aunque en mi opinión con un cucharadita es suficiente, y mezclamos para que se integre.', 'Por último añadimos la harina en tres veces y removiendo hasta obtener una pasta homogénea. Incorporamos las pepitas de chocolate y mezclamos uniformemente.', 'Dejamos reposar cinco minutos y mientras ponemos el horno a precalentar a 180ºC. Hacemos bolitas pequeñas ya que luego crecen y ponemos sobre una bandeja del horno dejando suficiente espacio entre cada una de las bolas.', 'Horneamos entre 7 y 10 minutos un poco en función de vuestro horno y hasta que veáis que empiezan a tener un color dorado por encima.', 'Dejamos reposar en la bandeja de horno hasta que estén bien frías antes de desmoldar para evitar que se nos rompan. Guardamos en un lata para galletas para evitar que se humedezcan y os recomiendo esperar hasta el día siguiente para probarlas porque están mucho más ricas.'];4
Bizcocho de chocolate en el microondas en cinco minutos;https://www.recetasonline.net/wp-content/uploads/2013/05/secuencias-recetas.Imagen-fija001.jpg;6;10m;;['100 gr. de harina de trigo', '10 gr. de levadura química', '40 gr. de cacao en polvo', '1 huevo', '80 gr. de azúcar', '1 pizca de sal', '125 ml. de leche entera', '3 cucharadas de aceite'];['Para la elaboración de este delicioso bizcocho de chocolate en el microondas lo primero que tenemos que hacer es batir bien el huevo. Añadimos a continuación la leche y el aceite que puede ser de oliva o de girasol, como más os guste.', 'En otro recipiente mezclamos los sólidos, es decir, la harina de trigo, la levadura química, el azúcar y el cacao en polvo. Incorporamos la pizca de sal para potenciar el sabor del cacao y removemos todo bien para que nos quede bien mezclado.', 'Por último añadimos los líquidos sobre los sólidos y removemos hasta que nos quede una mezcla homogénea. Dejaremos reposar un par de minutos antes de continuar con la receta.', 'Llenamos un vaso o una taza apto para usar en el microondas hasta la mitad. También podéis usar vasos de plástico pero siempre y cuando sean aptos para altas temperaturas.', 'Cocinamos sin llegar a potencia máxima por espacio de 5 minutos vigilando que no se nos salga, en ese caso, apagamos el microondas y dejamos reposar para seguir hasta completar la cocción.', 'Dejamos enfriar y ya tenemos nuestro bizcocho listo para disfrutar o para servir a nuestros comensales.'];4
Rosquillas de San Isidro;https://www.recetasonline.net/wp-content/uploads/2009/05/rosquillas-san-isidro-recetas-de-cocina-recetasonline.jpg;8;35m;;['350 gr. de harina de trigo', '100 gr. de azúcar', '4 huevos', '1 cucharadita de anises', '1 piel de limón', '125 ml. de aceite de oliva', '5 gr. de levadura química'];['Comnzamos nuestra elaboración poniendo el aceite en un sartén o un cazo a fuego medio, cuando coja temperatura incorporamos la piel de limón y dejamos cocinando a fuego suave durante unos 10 minutos más o menos para luego dejar enfriar. Con esto lo que conseguimos es aromatizar el aceite con el aroma de limón.', 'En un mortero machacamos los anises hasta que queden reducidos a polvo. Batimos 3 huevos junto con el azúcar hasta que estén espumosos. Añadimos los anises machacados, el aceite infusionado y la harina la incorporamos poco a poco y tamizada para evitar la formación de grumos. Mezclamos todo bien hasta obtener una masa homogénea. Tapamos el recipiente con un paño y lo dejamos reposar una hora en el frigorífico.', 'Pasado el tiempo de reposo, nos engrasamos las manos con aceite para evitar que se nos pegue y dividimos la masa en doce partes los más regulares posible.', 'El horno lo tenemos que tener precalentado a 200º. Formamos cilindros con cada una de las partes y unimos los extremos para darles la forma final de rosquilla. Batimos el huevo que nos falta y pintamos las rosquillas con ayuda de un pincel de cocina.', ' Las colocamos en la bandeja del horno y las pintamos una vez más con el huevo batido para que se impregnen correctamente.', 'Horneamos por espacio de 15 minutos con calor arriba y abajo en el horno o hasta que veáis que están bien doradas. Dejaremos enfriar antes de manipularlas para evitar que se rompan.', 'Deben quedar al final unas rosquillas de color dorado y ligeramente rotas por el exterior. Con esto tenemos las rosquillas listas para disfrutarlas.'];4
Bizcocho de yogur;https://www.recetasonline.net/wp-content/uploads/2012/03/Bizcocho-de-canela-Recetas-de-cocina-RECETASonline.jpg;8;45m;;['3 huevos medianos', '1 yogur natural', '1 medida de vasito de yogur de aceite de oliva', '2 medidas de vasito de yogur de azúcar', '3 medidas de vasito de yogur de harina de trigo', '1 cucharadita de levadura química', '1 limón'];['Lo primero que vamos a hacer es mezclar el aceite con el azúcar y el yogur hasta que nos quede perfectamente integrado. Esto lo haremos en un recipiente hondo y lo suficientemente grande para contener toda la masa resultante.', 'Separamos las claras de las yemas de los huevos y reservamos las claras. Las yemas la incorporamos a la mezcla anterior junto con la ralladura de la piel del limón. Removemos una vez más hasta que quede todo bien mezclado.', 'Mezclamos en otro recipiente la harina con la levadura química o impulsor. Incorporamos a la mezcla anterior matizando previeamente o tamizando directamente sobre la masa. Vamos integrando removiendo suavemente y con movimientos envolventes.', 'Batimos las claras a punto de nieve y cuando estén bien firmes incorporamos a la mezcla anterior de la misma manera, suavemente y con movimientos envolventes para evitar la perdida de volumen.', 'Engrasamos un molde del tamaño apropiado y espolvoremaos un poco de harina por toda la superficie. Vertemos despacio la masa resultante de la elaboración anterior.', 'El horno lo tenemos que tener precalentado a 170ºC calor arriba y abajo. Introducimos el bizcocho y dejamos cocinar por espacio de unos 35 minutos. ', 'Pasado este tiempo pinchamos con un palo de brocheta, por ejemplo, y si sale húmedo dejamos unos minutos más. Cuando salga seco es que tenemos nuestro bizcocho listo.', 'Sacamos y dejamos enfriar antes de desmoldar para evitar que se nos rompa. Ya lo tenemos listo para decorar si os apetece o comerlo directamenta ya que está riquísimo.'];4
Muffins de chocolate;https://www.recetasonline.net/wp-content/uploads/2013/05/muffins-de-chocolate.jpg;6;30m;;['100 gr. de harina de trigo', '40 gr. de cacao en polvo', '10 gr. de levadura química', '60 gr. de azúcar', '3 cucharadas de aceite de girasol', '125 ml. de leche entera', '1 huevo mediano', '2 gr. de sal (una pizca)'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de muffins de chocolate es pesar y tener preparados todos los ingredientes. Antes de empezar con la elaboración pondremos el horno a calentar a 200ºC para que cuando metamos nuestros muffins esté en el punto justo de temperatura.', 'Mezclamos los ingredientes sólidos, la harina, el azúcar, la levadura, el cacao en polvo y la sal, que usaremos pomo potenciador del sabor.', 'En otro recipiente mezclamos los líquidos, la leche, el huevo y el aceite de girasol. Usamos un aceite vegetal los más neutro posible para resaltar el sabor del resto de ingredientes.', 'Ponemos los líquidos sobre los sólidos y removemos para que se mezcle todo pero sin llegar a batir, solamente mezclando para que se integre todo de manera homogénea.', 'Repartimos en las cápsulas llenando solamente hasta la mitad cada una y podemos usar un molde para evitar que se nos deformen al hornear y se abran demasiado.', 'Introducimos en el horno a 200ºC por espacio de 20 minutos, calor arriba y abajo. Estaremos pendientes de que no se tuesten demasiado por arriba y si es el caso quitamos el calor superior dejando el inferior.', 'Sacamos del horno y dejamos enfriar. Ya tenemos nuestro muffins listos para degustar.'];4
Receta de glaseado;https://www.recetasonline.net/wp-content/uploads/2013/04/glaseado-1.png;6;10m;;['40 gr. de azúcar glass', '2 cucharaditas de agua', 'Colorante (opcional)'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de glaseado es poner el azúcar glass en un recipiente lo suficientemente grande para que nos permita trabajar.', 'Seguidamente añadimos la primera cuharadita de agua gota a gota u mientras removemos bien para que se mezcle homogéneamente. Podemos sustituir el agua por cualquier zumo de frutas por ejemplo para conseguir otros sabores diferentes.', 'Recordar que es fundamental añadir el líquido gota a gota para no pasarnos y que nos quede demasiado líquido para usarlo.', 'Lo tendremos listo cuando al levantar un poco con una cuchara se quede pegado a esta y tarde un par de segundos en empezar a caer.', 'De manera opcional como hemos puesto en los ingredientes podemos añadir algún tipo de colorante (que debería ser sólido para evitar que cambie la consistencia) para darle un toque más original a nuestro glaseado.'];8
Receta de muffins (receta maestra);https://www.recetasonline.net/wp-content/uploads/2013/04/muffins.jpg;6;30m;;['140 gr. de harina de trigo', '50 gr. de azúcar', '10 gr. de levadura química', '1 huevo mediano', '3 cucharadas de aceite de girasol', '125 ml. de yogur líquido natural', '2 gr. de sal', '2 gr. de bicarbonato sódico'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina de muffins es mezclar en un recipiente lo suficientemente grande la harina, con el azúcar, la sal, la levadura y el bicarbonato.', 'En otro recipiente mezclamos el yogur natural, con el huevo batido y el aceite de girasol hasta que nos quede perfectamente mezclado. añadimos este líquido resultante a la mezcla de sólidos anterior.', 'Es importante mezclar todo a mano sin usar batidora o similares para que nos quede bien ligados los líquidos y los sólidos pero sin llegar a formar una masa totalmente homogénea.', 'Engrasamos los moldes que vamos a usar en el caso que no sean de papel con un poco de aceite o mantequilla y vertemos la mezcla hasta la mitad del recipiente o de las cápsulas.', 'Con el horno precalentado a 200ºC vamos a hornear por espacio de unos 20 minutos con calor arriba y abajo al principio y hacia la mitad solamente por la parte inferior para que no se nos quemen.'];4
Galletas danesas de mantequilla;https://www.recetasonline.net/wp-content/uploads/2013/03/galletas-de-mantequilla-danesas-1.jpg;8;20m;;['375 gr de harina de trigo', '200 gr de azúcar', '225 gr de mantequilla', '1 cucharadita de esencia de vainilla', '1 cucharada de zumo de limón', '1 huevo', 'Una pizca de sal'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina de galletas danesas de mantequilla es poner la mantequilla en punto pomada. Si la dejamos un rato  temperatura ambiente o unos segundos en el microondas conseguiremos este punto con facilidad.', 'Mezclamos con el azúcar y removemos bien hasta que tome un color blanquecino que significará que está perfectamente mezclado. Añadimos el resto de ingrediente menos la harina. ', 'Con el resto de ingredientes y la crema de mantequilla mezclamos todo hasta que quede bien integrado y vamos añadiendo la harina poco a poco.', 'Amasamos hasta obtener una mezcla que no se nos pegue a los dedos al trabajarla. Separamos en dos porciones y tapamos con papel film. Dejamos durante una hora y media en el refrigerador para que endurezca un poco y se pueda trabajar sin problema.', 'Pasado este tiempo de reposo en frío, extendemos la masa con un rodillo dejando un grosor con de un cuarto de centímetro y con unos corta pastas vamos sacando las galletas.', 'Con el horno precalentado a 180ºC horneamos durante unos 8 minutos o hasta que veáis que empiezan a tomar un poco de color.', 'Sacamos del horno y dejamos enfriar sin tocarlas porque estarán muy blandas todavía y quebradizas.', 'Cuando se han enfriado por completo las tenemos listas para degustar por ejemplo en una merienda con la familia.'];4
Bizcocho de chocolate en el microondas;https://www.recetasonline.net/wp-content/uploads/2013/03/Bizcocho-de-chocolate-2.jpg;8;10m;;['4 huevos', '250 ml. de aceite de oliva', '250 ml. de leche', '2 tazas de harina', '14 gr. de levadura química', '1 taza de cacao en polvo', '1 taza de azúcar'];['Para elaboración de nuestro bizcocho de chocolate lo primero que tenemos que hacer es tamizar la harina de trigo y mezclarla con la levadura química o impulsor y el cacao en polvo. Lo reservamos.', 'Batimos los huevos y vamos incorporando el azúcar hasta que nos quede una especie de crema blanca. Incorporamos la leche y el aceite de oliva y mezclamos bien.', 'Ahora vamos incorporando poco a poco la mezcla de harina y cacao en polvo mientras vamos remviendo y hasta que nos quede todo perfectamente mezclado.', 'Engrasamos un molde de siliciona para evitar que se nos pegue y añadimos la mezcla anterior.', 'Cocinamos en el microondas a potencia máxima y tapado por espacio de 8 minutos. Pasado este tiempo pinchamos y en caso salir manchado vamos dando toques de 10 segundos hastq que nos quede totalmente cuajado.', 'Dejamos enfriar y ya tenemos nuestro bizcocho de chocolate listo para llevar a la mesa.'];4
Tarta de manzana;https://www.recetasonline.net/wp-content/uploads/2013/02/tarta-de-manzana-1.jpg;8;30m;;['500 gr. de crema pastelera', '1 lámina de masa quebrada', '2 manzanas reinetas', '1 lámina de gelatina', '4 cucharadas de mermelada de melocotón'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de tarta de manzana es extender la masa quebrada en el molde en el que lo vamos a preparar.', 'Recortamos los bordes sobrantes con ayuda de un cuchillo y pinchamos toda la base con un tenedor para evitar que suba al hornear.', 'Con el horno precalentado a 180ºC lo dejamos unos minutos hasta que esté ligeramente dorado.', 'Extendemos la crema pastelera y pelamos y cortamos las manzanas. Añadimos un trozo de manzana picado y el resto lo cortamos en pluma en porciones lo más regulares posibles para que nos quede lo más uniforme posible.', 'Volvemos a meter en el horno hasta que se dore la manzana. Con unos cinco minutos será suficiente.', 'Sacamos y dejamos enfriar. Mientras ponemos a remojo la gelatina en agua fría y cuando la tenemos lista mezclamos con la mermelada de melocotón y el agua en la que estaba en remojo.', 'Calentamos hasta que humee ligeramente pero sin que llegue a ebullición y pasamos a pintar la tarta con este preparado. Nos aportará brillo al resultado final una vez que se haya enfriado completamente.'];4
Crema pastelera en el microondas;https://www.recetasonline.net/wp-content/uploads/2013/02/crema-pastelera-2.jpg;Sin Informacion;5m;;['2 huevos', '1/2 l. de leche entera', '4 cucharadas de harina de maíz', '4 cucharadas de azúcar', 'Esencia de vainilla (opcional)'];['Lo primero que vamos a hacer para la elaboraciónd e esta receta de cocina de crema pastelera es mezlcar la harina de maíz con la leche y la esencia de vainilla.', 'Tenemos que tener la precaución de que la leche esté fría y de esta manera evitaremos la formación de grumos al mezclarse con la harina de maíz.', 'Removemos todo hasta que nos quede perfectamente integrado y añadimos el azúcar sin dejar de remover.', 'Batimos ágilmente los huevos y añadimos a la mezcla anterior.', 'Mezclamos todo perfectamente antes de introducir en el microondas.', 'Ponemos a potencia máxima por espacio de dos minutos y sacamos y removemos. Observamos que va cuajando por la parte superior.', 'Vamos dando golpes de 20 segundos hasta que obtengamos la consistencia deseada que debe ser lo más cremoso posible y evitando la formación de grumos.', 'Ya tenemos nuestra crema pastelera lista para usar en cualquier otro elaboración o para acompañar cualquier otro postre que queramos.'];4
Bizcocho de naranja;https://www.recetasonline.net/wp-content/uploads/2013/01/Bizcocho-de-naranja-4.jpg;8;55m;;['3 huevos', '1 naranja', '100 gr. de mantequilla', '200 gr. de azúcar', '200 gr. de harina de trigo', '1 sobre de levadura química'];['Lo primero que tenemos que hacer para la elaboración de este bizcocho de naranja es cortar los extremos de la naranja que es donde encontramos las partes más duras de la misma.', 'A continuación y con ayuda de un robot de cocina trituramos la naranja junto con el azúcar. Si no disponemos de un robot de cocina en casa lo podemos hacer sin problema con una batidora.', 'A continuación añadimos la mantequilla que deberemos tener a temperatura ambiente y mezclamos hasta que se disuelva perfectamente.', 'Incorporamos los huevos que también es mejor que los tengamos a temperatura ambiente para que no se nos corte con la mantequilla. Batimos hasta que nos quede perfectamente mezclado.', 'Por último incorporamos la harina mezclada con la levadura y con ayuda de un tamizador. Si no tenéis tamizador podéis usar un colador grande por ejemplo, y tendréis el mismo resultado.', 'Ponemos la masa en un molde engrasado para que luego no se nos pegue y agitamos para que se reparta por igual. Dejaremos reposar unos 10 minutos antes de introducir en el horno', 'El horno lo precalentamos a 180ºC y mientras reposa la masa coge temperatura perfectamente. Una vez que ha pasado el tiempo y tenemos el horno caliente ponemos dentro y dejamos cocinar por espacio de 30 minutos.', 'Antes de sacar del horno y cuando ya haya cogido color dorado pinchamos para comprobar que está cuajado por dentro. Si el cuchillo sale limpio es que lo tenemos listo para sacar.', 'Sacamos y dejamos enfriar antes de desmoldarlo. Una vez que lo tenemos bien frío podemos espolvorear azúcar glas por encima o cubrirlo con una cobertura de chocolate o glaseado.'];4
Galletas de mantequilla;https://www.recetasonline.net/wp-content/uploads/2013/01/galletas-de-mantequilla-3.jpg;6;20m;;['350 gr. de harina floja', '150 gr. de azúcar glass', '200 gr. de mantequilla', '1 huevo', 'Pizca de sal'];['La mantequilla es mejor tenerla a temperatura ambiente y cortarla en dados antes de incorporar con el resto de ingredientes. El huevo también debemos tenerlo a temperatura ambiente.', 'En un recipiente lo suficientemente grande mezclamos todos los ingredientes y trabajamos hasta que nos quede perfectamente integrado. Debe quedar una masa que no se nos pegue a los dedos.', 'Formamos una bola y enrollamos con papel film dándole forma de cilindro como si se tratara de un embutido. Atamos en los extremos para que no se nos salga la masa y dejamos en el refrigerador por espacio de una hora.', 'Pasado este tiempo sacamos el rulo de masa y retiramos el papel film. Cortamos como si cortáramos un chorizo dando el grosor deseado. Os recomiendo no hacerlas más gruesas de medio centímetro.', 'Ponemos en una bandeja de horno con papel de hornear y metemos en el horno a 180ºC durante 10 minutos o hasta que veáis que toman ligeramente color por los bordes. Es importante tener el horno precalentado con anterioridad para no perder mucho tiempo.', 'Sacamos del horno y dejamos enfriar unos minutos sin tocarlas. Las galletas se endurecen al enfriarse y nada más sacarlas pueden ser muy frágiles.', 'Una vez frías las podemos adornar con azúcar glass por encima y guardar en una caja metálica. Si no las queréis decorar con azúcar también están muy buenas 😉'];4
Roscón de Reyes;https://www.recetasonline.net/wp-content/uploads/2011/01/Roscon-de-Reyes-Recetas-de-cocina-RECETASonline.jpg;8;5:00 h;;['275 gr de harina de fuerza', '70 gr de azúcar', '40 gr de mantequilla', '60 ml de leche', '1 huevo mediano', '25 gr de levadura fresca', '10 ml de agua de azahar', 'Piel de naranja y de limón', 'Fruta escarchada', 'Almendra cruda laminada', 'Azúcar para adornar'];['Lo primero que tenemos que hacer para empezar con nuestro roscón de reyes es pelar la naranja y el limón y picar lo más fino posible. Podemos usar una picadora para este paso si os resulta más cómodo.', 'Disolvemos en la leche, que debemos tener tibia, la levadura y le añadimos el azúcar y el agua de azahar.', 'Por otro lado juntamos la harina con la mantequilla que debemos tener en punto pomada, es decir, con una textura similar a la de la pasta de dientes por ejemplo. Esto nos permitirá trabajar sin problema junto con la harina.', 'A la masa le añadimos el huevo y continuamos mezclando hasta que se integre todo perfectamente.', 'Añadimos a la masa el líquido del principio y las pieles de naranja y limón picadas. Removemos hasta obtener una masa consistente y homogénea.', 'Dejaremos reposar por espacio de dos horas o hasta que doble su volumen en un sitio cálido. Yo os propongo como truco poner el horno al mínimo, que suele ser unos 50ºC, y dejarlo fermentear junto con un vaso de agua. En unos 20 minutos tenemos la masa lista para continuar con la receta 😉', 'Una vez que tenemos la masa al doble del volumen inicial extendemos en una bandeja de horno en la que hemos puesto papel de hornear o lámina de silicona. Extendemos dando forma de aro y dejando bastante espacio especialmente en el centro para evitar que se nos termine cerrando por el interior.', 'Vamos a dejar que doble su volumen una vez más. Lo podemos hacer exactamente igual a como lo hicimos anteriormente.', 'Una vez que ha doblado nuevamente su volumen pintamos la superficie con una mezcla de huevo batido y un chorrito de leche y adornamos con las frutas escarchadas, la almendra laminado y por último el azúcar húmedo que hacemos fácilmente poniendo el azúcar en un cuenco y añadiendo unas gotas de agua.', 'Con el horno precalentado a 180ºC dejamos hornear por espacio de unos 15 minutos o hasta que veáis que está dorada toda la superficie del roscón.', 'Dejamos enfriar y ya lo tenemos listo para tomar o para rellenar de nata montada, trufa de chocolate o crema pastelera. Lo que más os guste 😉'];4
Polvorones de almendra;https://www.recetasonline.net/wp-content/uploads/2012/12/Polvorones-caseros1.jpg;15;55m;;['600 gr. de harina de trigo', '250 gr. de manteca de cerdo', '250 gr. de azúcar glass', '250 gr. de almendra molida', 'Sésamo'];"['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es mezclar la manteca, que debe estar a temperatura ambiente, con el azúcar glass y hasta que nos quede una mezcla homogénea.', 'A continuación tostamos la mitad de la harina y lo podemos hacer de dos maneras; en una sartén como os explico en el vídeo de arriba o en el horno. En cualquiera de los dos casos hay que ir removiendo para que se tueste de manera uniforme.', 'Una vez que la harina está tostada la añadimos a la mezcla de azúcar y manteca y removemos hasta que nos quede perfectamente integrado todo. Al estar la harina caliente se nos disolverá la manteca pero no pasa nada.', 'Añadimos el resto de harina que no hemos tostado y mezclamos con todo lo anterior.', 'De la misma manera que con la harina tostaremos la almendra molida hasta que quede dorada. En este punto se aplica lo que os comenté anteriormente, podemos usar el horno o una sartén, lo que os resulte más cómodo.', 'Añadimos a la mezcla anterior la almendra molida tostada y removemos bien hasta que quede mezclado y lo más homogéneo que podamos. Pude parecer una tarea pesada pero en unos pocos minutos lo tenemos integrado a la perfección.', 'Con ayuda de unas guías como de un centímetro y de las que se usan para las galletas vamos prensando con el rodillo hasta que nos quede un pasta consistente. Esto es clave para que no se desmoronen. Hay que ir prensando lo máximo posible con ayuda del rodillo y las guías.', 'Una vez que lo tenemos como un bloque compacto con ayuda de un molde vamos sacando las porciones. El resto de masa lo volvemos a prensar con rodillo y guías y podemos sacar más porciones.', 'Los vamos poniendo en una bandeja de horno y le añadimos un poco de sésamo por encima a modo de adorno y antes de hornear.', 'Con el horno precalentado a 150ºC calor arriba y abajo y lo vamos a dejar hasta que veamos que están dorados por arriba. Retiramos y dejamos enfriar.', 'Una vez que los tenemos fríos están listos para envolver en papel de seda para que la presentación sea más bonita.']";7
Turrón de chocolate;https://www.recetasonline.net/wp-content/uploads/2011/12/Turrón-de-chocolate-Recetas-de-cocina-RECETASonline.jpg;8;15m;;['250 gr. de chocolate de cobertura', '100 gr. de crema de avellanas', '3 cucharadas de arroz inflado'];['Lo primero que tenemos que hacer es fundir el chocolate. Lo podéis hacer de la manera tradicional que es al baño maría aunque yo prefiero hacerlo en el microondas. ', 'Para ello lo ponemos a media potencia y dejamos un par de minutos hasta que esté perfectamente fundido.', 'Mezclamos el chocolate con la crema de chocolate y si podemos medir la temperatura lo removemos hasta que esté a unos 25 ºC. Si no disponemos de termómetro cuando al tocarlo no queme pero esté templado.', 'Podemos utilizar un molde de silicona pero si no disponéis de uno se puede utilizar un recipiente de plástico forrado de papel film. Cubrimos un poco menos de la mitad del molde con la mezcla de chocolate y crema.', 'Añadimos encima las cucharadas de arroz inflado extendiendo por toda la superficie para que nos quede uniformemente distribuido.', 'Para terminar extendemos el resto de mezcla de chocolate y dejamos hasta que esté totalmente frío.'];4
Tarta tres chocolates;https://www.recetasonline.net/wp-content/uploads/2010/04/tarta-tres-chocolates.jpg;Sin Informacion;Sin Informacion;;[];[];8
Pollo a la naranja;https://www.recetasonline.net/wp-content/uploads/2015/04/Pollo-a-la-naranja.jpg;2;25m;;['2 contramuslos de pollo deshuesados', '125 ml. de zumo de naranja', '125 ml. de caldo de ave', '1 cucharadita de jengibre', '1 diente de ajo', '1 huevo', '1 cucharada de salsa de soja', '1 cucharada de vinagre', '1/4 de cebolla', 'Fécula de maíz o Maicena'];['Empezamos esta receta de cocina de pollo a a la naranja pelando y cortando la cebolla. Debemos cortarla lo más fina posible para que nos quede un resultado estupendo. Ponemos a pochar lentamente en una sartén con un poco de aceite de oliva.', 'Pelamos y picamos lo más fino posible el diente de ajo y lo añadimos a la cebolla.', 'Cortamos los filetes de contramuslo en daditos no muy grandes y los pasamos por la fécula de maíz y después el huevo batido para pasar de nuevo por la fécula de maíz.', 'Ponemos a calentar aceite de girasol o lo más neutro que tengamos en casa y cuando lo tengamos bien caliente añadimos nuestros dados de pollo. Dejamos cocinar hasta que cojan algo de color y estén bien crujientes. Sacamos a un plato con papel absorvente.', 'Continuamos con la sartén de la cebolla y el ajo. Disolvemos la fécula de maíz en el caldo de ave en frío para evitar la formación de grumos y añadimos a la sartén.', 'Pasados unos minutos añadimos el zumo de naranja y el resto de ingredientes y dejamos reducir hasta que espese nuestra salsa lo suficiente.', 'Añadimos los dados de pollo y cocinamos un par de minutos más para que cojan temperatura. Ya lo tenemos listo para llevar a la mesa.'];3
Macarrones con atún;https://www.recetasonline.net/wp-content/uploads/2014/05/Macarrones-con-atún.jpg;1;10m;;['80 gr. de macarrones', '1 lata de atún en escabeche', 'Aceite de oliva', 'Albahaca', 'Orégano', 'Cebolla molida', 'Ajo molido', 'Aceitunas negras'];['Lo primero que tenemos que hacer para la elaboración de esta receta de macarrones con atún es cocer la pasta siguiendo las indicaciones del envase en abundante agua con sal.', 'Una vez que tenemos la pasta cocida la escurrimos y pasamos directamente al plato.', 'Añadimos el atún y aliñamos con el resto de ingredientes como podéis ver en el vídeo y a gusto de cada uno.', 'Antes de que se enfríe mucho la tenemos lista para llevar a la mesa.'];5
Tallarines con pollo;https://www.recetasonline.net/wp-content/uploads/2014/05/Tallarines-con-pollo.jpg;1;15m;;['80 gr. de tallarines', '1/4 de pimiento', '1/2 cebolla', '1 diente de ajo', '1 filete de pechuga de pollo', 'Salsa de soja', 'Aceitunas negras', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de tallarines con pollo es cortar la verdura y el diente de ajo. El pimiento en tiras y la cebolla en pluma.', 'En una sartén ponemos un chorrito de aceite de oliva y cuando esté caliente salteamos la verdura hasta que la cebolla esté pochada.', 'Mientras cocemos la pasta siguiendo las instrucción del fabricante.', 'Añadimos el pollo cortado en tiras y cuando esté dorado añadimos la salsa de soja como podéis ver en el vídeo.', 'Escurrimos los tallarines y añadimos a la sartén para saltear un par de minutos más antes de servir.'];5
